raw,name,url,type,latitude,longitude,rating,description
"João Pessoa  
FeatureType : city
Elevation : 8
Lat/Lng : -7.0833 / -34.8333",João Pessoa,https://en.wikipedia.org/wiki/Jo%C3%A3o_Pessoa,city,-7.0833,-34.8333,,"João Pessoa is the capital of the state of Paraíba in Brazil. It was founded in 1585 and it is also known as the city where the sun rises first, as it is the easternmost city in the Americas at 34° 47′ 38″ W, 7° 9′ 28″ S. Its easternmost point is known as Ponta do Seixas (...)"
"Santa Fe, Argentina  
FeatureType : null
Elevation : 21
Lat/Lng : -31.6394 / -60.6953","Santa Fe, Argentina",https://en.wikipedia.org/wiki/Santa_Fe%2C_Argentina,null,-31.6394,-60.6953,,"Santa Fe de la Vera Cruz (usually called just Santa Fe) is the capital city of the province of Santa Fe, Argentina. It is situated in northeastern Argentina, near the junction of the Paraná and Salado rivers. It lies 15 kilometers from the Hernandarias Subfluvial Tunnel that connects it to the city (...)"
"Petrópolis  
FeatureType : city
Elevation : 818
Lat/Lng : -22.505 / -43.1789",Petrópolis,https://en.wikipedia.org/wiki/Petr%C3%B3polis,city,-22.505,-43.1789,,"Petrópolis , also known as The Imperial City of Brazil, is a municipality in the state of Rio de Janeiro, at a distance of 68 km from the state capital. Nestled among the forested hills of the Serra dos Órgãos, in the valley of the Quitandinha and Piabanha rivers, Petrópolis is a popular winter (...)"
"Beira, Mozambique  
FeatureType : null
Elevation : 9
Lat/Lng : -19.8278 / 34.8378","Beira, Mozambique",https://en.wikipedia.org/wiki/Beira%2C_Mozambique,null,-19.8278,34.8378,,"Beira is the second largest city in Mozambique. It lies in the central region of the country in Sofala Province, where the Pungue River meets the Indian Ocean. Beira had a population of 412,588 in 1997, which grew to an estimated 546,000 in 2006 (...)"
"Orihuela  
FeatureType : city
Elevation : 33
Lat/Lng : 38.0856 / -0.9469",Orihuela,https://en.wikipedia.org/wiki/Orihuela,city,38.0856,-0.9469,,"Orihuela (Valencian:)Although Orihuela is in one of the Spanish-speaking areas of the Valencian Community, it also has the Valencian name Oriola. is a city and municipality located at the feet of the Sierra de Orihuela mountains in the province of Alicante, Spain (...)"
"Lelystad  
FeatureType : city
Elevation : -4
Lat/Lng : 52.5089 / 5.4736",Lelystad,https://en.wikipedia.org/wiki/Lelystad,city,52.5089,5.4736,,"Lelystad is a municipality and a city in the centre of the Netherlands, and it is the capital of the province of Flevoland. The city, built on reclaimed land, was founded in 1967 and was named after Cornelis Lely, who engineered the Afsluitdijk, making the reclamation possible (...)"
"Ocala, Florida  
FeatureType : null
Elevation : 35
Lat/Lng : 29.1878 / -82.1306","Ocala, Florida",https://en.wikipedia.org/wiki/Ocala%2C_Florida,null,29.1878,-82.1306,,"Ocala is a city located in Northern Florida. As of the 2013 census, its population, estimated by the United States Census Bureau, was 57,468, making it the 45th most populated city in Florida. It is the seat of Marion County and the principal city of the Ocala, Florida Metropolitan Statistical Area, (...)"
"Sarandë  
FeatureType : city
Elevation : 37
Lat/Lng : 39.8758 / 20.0111",Sarandë,https://en.wikipedia.org/wiki/Sarand%C3%AB,city,39.8758,20.0111,,"Saranda or Sarandë (Agioi Saranda) is a town and municipality in Vlorë County, southern Albania. It is one of the most important tourist attractions of the Albanian Riviera. It is situated on an open sea gulf of the Ionian Sea in the central Mediterranean, about east of the north end of the Greek (...)"
"Siena  
FeatureType : adm3rd
Elevation : 328
Lat/Lng : 43.3333 / 11.3333",Siena,https://en.wikipedia.org/wiki/Siena,adm3rd,43.3333,11.3333,,"Siena (; in English sometimes spelled Sienna) is a city in Tuscany, Italy. It is the capital of the province of Siena. The historic centre of Siena has been declared by UNESCO a World Heritage Site. It is one of the nation's most visited tourist attractions, with over 163,000 international arrivals (...)"
"Ząbkowice Śląskie  
FeatureType : city
Elevation : 262
Lat/Lng : 50.5833 / 16.8167",Ząbkowice Śląskie,https://en.wikipedia.org/wiki/Z%C4%85bkowice_%C5%9Al%C4%85skie,city,50.5833,16.8167,,"Ząbkowice Śląskie is a town in Lower Silesian Voivodeship in south-western Poland. It is the seat of Ząbkowice Śląskie County, and of the smaller administrative district (gmina) called Gmina Ząbkowice Śląskie. The town lies approximately south of the regional capital Wrocław (...)"
"Île-de-Bréhat  
FeatureType : city
Elevation : 13
Lat/Lng : 48.8469 / -2.9986",Île-de-Bréhat,https://en.wikipedia.org/wiki/%C3%8Ele-de-Br%C3%A9hat,city,48.8469,-2.9986,,"Bréhat is an island and commune located near Paimpol, a mile off the northern coast of Brittany. Administratively, it is a commune in the Côtes-d'Armor department in northwestern France. Bréhat is actually an archipelago composed of two main islands, separated only at high tide, and many smaller (...)"
"Murau  
FeatureType : city
Elevation : 802
Lat/Lng : 47.1119 / 14.1731",Murau,https://en.wikipedia.org/wiki/Murau,city,47.1119,14.1731,,"Murau is the capital of the district of the same name in Styria, located along the Mur river. It has a population of 2,124. (...)"
"Leucate  
FeatureType : city
Elevation : 30
Lat/Lng : 42.9106 / 3.0294",Leucate,https://en.wikipedia.org/wiki/Leucate,city,42.9106,3.0294,,"Leucate, between the Mediterranean Sea and sea pond, is a community of villages. (...)"
"Postojna  
FeatureType : null
Elevation : 568
Lat/Lng : 45.7747 / 14.2178",Postojna,https://en.wikipedia.org/wiki/Postojna,null,45.7747,14.2178,,"Postojna is a town in the traditional region of Inner Carniola, from Trieste, in southwestern Slovenia. It is the seat of the Municipality of Postojna. (...)"
"Kish Island  
FeatureType : isle
Elevation : 29
Lat/Lng : 26.5357 / 53.9674",Kish Island,https://en.wikipedia.org/wiki/Kish_Island,isle,26.5357,53.9674,,"Kish (listen) is a resort island in the Persian Gulf. It is part of the Hormozgān Province of Iran. Due to its free trade zone status it is touted as a consumer's paradise, with numerous malls, shopping centres, tourist attractions, and resort hotels.http://unpan1.un (...)"
"Kungälv  
FeatureType : city
Elevation : 5
Lat/Lng : 57.8667 / 11.9833",Kungälv,https://en.wikipedia.org/wiki/Kung%C3%A4lv,city,57.8667,11.9833,,"Kungälv is a city and the seat of Kungälv Municipality in Västra Götaland County, Sweden. It had 22,768 inhabitants in 2010. (...)"
"Jaipur  
FeatureType : null
Elevation : 439
Lat/Lng : 26.926 / 75.8235",Jaipur,https://en.wikipedia.org/wiki/Jaipur,null,26.926,75.8235,,"Jaipur is the capital and largest city of the Indian state of Rajasthan in Northern India. It was founded on 18 November 1727 by Maharaja Jai Singh, the ruler of Amer after whom the city is named. As of 2011, the city has a population of 6 (...)"
"Fort Myers, Florida  
FeatureType : null
Elevation : 8
Lat/Lng : 26.6317 / -81.8572","Fort Myers, Florida",https://en.wikipedia.org/wiki/Fort_Myers%2C_Florida,null,26.6317,-81.8572,,"Fort Myers is the county seat and commercial center of Lee County, Florida. Fort Myers is a gateway to the Southwest Florida region and a major tourist destination within Florida. The winter homes of Thomas Edison (""Seminole Lodge"") and Henry Ford (""The Mangoes"") are a primary tourist attraction in (...)"
"Natal, Rio Grande do Norte  
FeatureType : null
Elevation : 33
Lat/Lng : -5.7997 / -35.212","Natal, Rio Grande do Norte",https://en.wikipedia.org/wiki/Natal%2C_Rio_Grande_do_Norte,null,-5.7997,-35.212,,"Natal (The European Portuguese pronunciation is Christmas) is the capital and largest city of Rio Grande do Norte state, located in northeastern Brazil. As of the IBGE July 2014, the city had a total population of 862,044 (1,485,505 in its Greater Natal) (...)"
"Napier, New Zealand  
FeatureType : city
Elevation : 63
Lat/Lng : -39.4906 / 176.9044","Napier, New Zealand",https://en.wikipedia.org/wiki/Napier%2C_New_Zealand,city,-39.4906,176.9044,,"Napier is a New Zealand city with a seaport, located in Hawke's Bay on the eastern coast of the North Island. The population of Napier is about About 18 kilometres south of Napier is the inland city of Hastings (...)"
"Bojnice  
FeatureType : null
Elevation : 291
Lat/Lng : 48.7822 / 18.5861",Bojnice,https://en.wikipedia.org/wiki/Bojnice,null,48.7822,18.5861,,"Bojnice is a historical town in central Slovakia at the upper Nitra river, near the city of Prievidza. It has population of 4,983 (2005). Bojnice is best known for its tourist attractions: the oldest zoo in Slovakia, the most visited castle, and one of the oldest spa towns in Slovakia (...)"
"Lillehammer  
FeatureType : city
Lat/Lng : 61.1255 / 10.4873",Lillehammer,https://en.wikipedia.org/wiki/Lillehammer,city,61.1255,10.4873,,"Lillehammer is a town and municipality in Oppland county, Norway. It is part of the traditional region of Gudbrandsdal. The administrative centre of the municipality is the town of Lillehammer. As of May 2011, the population of the town of Lillehammer was 26,639 (...)"
"Annaba  
FeatureType : city
Elevation : 6
Lat/Lng : 36.9042 / 7.7519",Annaba,https://en.wikipedia.org/wiki/Annaba,city,36.9042,7.7519,,"Annaba , (', formerly Bône or Bona, historically Hippo or Hippo Regius) is a city in the northeastern corner of Algeria near the Seybouse River. It is located in Annaba Province. With a population of 257,359 (2008), it is the fourth largest city in Algeria (...)"
"Balıkesir Province  
FeatureType : adm1st
Elevation : 374
Lat/Lng : 39.7408 / 27.8192",Balıkesir Province,https://en.wikipedia.org/wiki/Bal%C4%B1kesir_Province,adm1st,39.7408,27.8192,,"Balıkesir Province is a province in midwestern Turkey, having coastlines on both the Sea of Marmara and the Aegean. Its adjacent provinces are Çanakkale to the west, İzmir to the southwest, Manisa to the south, Kütahya to the southeast, and Bursa to the east. The provincial capital is Balıkesir City (...)"
"Nova Friburgo  
FeatureType : city
Elevation : 858
Lat/Lng : -22.2819 / -42.5311",Nova Friburgo,https://en.wikipedia.org/wiki/Nova_Friburgo,city,-22.2819,-42.5311,,"Nova Friburgo is a municipality in the state of Rio de Janeiro in southeastern Brazil. It is located in the mountainous region, in the Center Mesoregion of the state, at 22º16'55"" South latitude and 42º31'52""West longitude, from its capital Rio de Janeiro (...)"
"Ushuaia  
FeatureType : null
Lat/Lng : -54.8158 / -68.3178",Ushuaia,https://en.wikipedia.org/wiki/Ushuaia,null,-54.8158,-68.3178,,"Ushuaia is the capital of Tierra del Fuego, Antártida e Islas del Atlántico Sur Province, Argentina. It is commonly regarded as the southernmost city in the world. Ushuaia is located in a wide bay on the southern coast of Isla Grande de Tierra del Fuego, bounded on the north by the Martial mountain (...)"
"Dubuque, Iowa  
FeatureType : null
Elevation : 259
Lat/Lng : 42.5044 / -90.6869","Dubuque, Iowa",https://en.wikipedia.org/wiki/Dubuque%2C_Iowa,null,42.5044,-90.6869,,"Dubuque is a city in and the county seat of Dubuque County, Iowa, United States, located along the Mississippi River. In 2013, its population was 58,253, making it the tenth-largest city in the state The city lies at the junction of three states: Iowa, Illinois, and Wisconsin, a region locally known (...)"
"Alappuzha  
FeatureType : null
Elevation : 8
Lat/Lng : 9.4977 / 76.3385",Alappuzha,https://en.wikipedia.org/wiki/Alappuzha,null,9.4977,76.3385,,"Alappuzha (pronunciation), also known as Alleppey, is the administrative headquarters of Alappuzha District of Kerala state of southern India. Alappuzha is the sixth largest city in Kerala with an urban population of 177,029 (...)"
"Harrogate  
FeatureType : city
Elevation : 124
Lat/Lng : 53.993 / -1.5324",Harrogate,https://en.wikipedia.org/wiki/Harrogate,city,53.993,-1.5324,,"Harrogate is a spa town in North Yorkshire, England. Historically in the West Riding of Yorkshire, the town is a tourist destination and its visitor attractions include its spa waters and RHS Harlow Carr gardens. Nearby is the Yorkshire Dales national park and the Nidderdale AONB (...)"
"Nevada Test Site  
FeatureType : landmark
Elevation : 1278
Lat/Lng : 37.1167 / -116.05",Nevada Test Site,https://en.wikipedia.org/wiki/Nevada_Test_Site,landmark,37.1167,-116.05,,"The Nevada National Security Site (NNSS), previously the Nevada Test Site (NTS), is a United States Department of Energy reservation located in southeastern Nye County, Nevada, about 65 miles (105 km) northwest of the city of Las Vegas (...)"
"Gran Canaria  
FeatureType : isle
Elevation : 1651
Lat/Lng : 27.9586 / -15.5925",Gran Canaria,https://en.wikipedia.org/wiki/Gran_Canaria,isle,27.9586,-15.5925,,"Gran Canaria (; originally meaning ""Great of Dogs"") is the second most populous island of the Canary Islands, a Spanish archipelago, with a population of 838,397 which constitutes approximately 40% of the population of the archipelago (...)"
"Grand Central Terminal  
FeatureType : landmark
Elevation : 17
Lat/Lng : 40.7528 / -73.9765",Grand Central Terminal,https://en.wikipedia.org/wiki/Grand_Central_Terminal,landmark,40.7528,-73.9765,,"Grand Central Terminal (GCT; also referred to as Grand Central Station) is a commuter (and former intercity) railroad terminal at 42nd Street and Park Avenue in Midtown Manhattan in New York City, United States (...)"
"Matsuyama, Ehime  
FeatureType : null
Elevation : 29
Lat/Lng : 33.8333 / 132.7667","Matsuyama, Ehime",https://en.wikipedia.org/wiki/Matsuyama%2C_Ehime,null,33.8333,132.7667,,"is the capital city of Ehime Prefecture on the island of Shikoku in Japan and also Shikoku's largest city, with a population of 516,459 as of December 1, 2014. It is located on the northeastern portion of the Dōgo Plain. Its name means ""pine mountain"". The city was founded on December 15, 1889 (...)"
"Bangkok  
FeatureType : city
Elevation : 9
Lat/Lng : 13.75 / 100.5",Bangkok,https://en.wikipedia.org/wiki/Bangkok,city,13.75,100.5,,"Bangkok is the capital and most populous city of Thailand. It is known in Thai as Krung Thep Maha Nakhon (pronounced) or simply Krung Thep. The city occupies in the Chao Phraya River delta in Central Thailand, and has a population of over 8 million, or 12.6 percent of the country's population (...)"
"Vorarlberg  
FeatureType : adm1st
Elevation : 1178
Lat/Lng : 47.2436 / 9.8939",Vorarlberg,https://en.wikipedia.org/wiki/Vorarlberg,adm1st,47.2436,9.8939,,"Vorarlberg is the westernmost federal state (Bundesland) of Austria. Although it has the second-smallest area (Vienna is the smallest) and population (Burgenland is less populated), it has the second-highest population density (after Vienna) (...)"
"Vágar  
FeatureType : null
Lat/Lng : 62.0833 / -7.2667",Vágar,https://en.wikipedia.org/wiki/V%C3%A1gar,null,62.0833,-7.2667,,"Vágar is one of the 18 islands in the archipelago of the Faroe Islands and the most westerly of the large islands. With a size of (about 70 sq. miles), it ranks number three, behind Streymoy and Eysturoy. The Vagar island shape is very distinct, since it resembles a dog's head (...)"
"Orlando, Florida  
FeatureType : city
Elevation : 32
Lat/Lng : 28.5336 / -81.3685","Orlando, Florida",https://en.wikipedia.org/wiki/Orlando%2C_Florida,city,28.5336,-81.3685,,"Orlando is a city in the U.S. state of Florida, and the county seat of Orange County. Located in Central Florida, it is the center of the Orlando metropolitan area, which had a population of 2,134,411 at the 2010 census, making it the 26th largest metropolitan area in the United States, the sixth (...)"
"Douarnenez  
FeatureType : city
Elevation : 35
Lat/Lng : 48.0928 / -4.3292",Douarnenez,https://en.wikipedia.org/wiki/Douarnenez,city,48.0928,-4.3292,,"Douarnenez, , is a commune in the Finistère department of Brittany in north-western France. It lies at the mouth of the Pouldavid estuary on the southern shore of Douarnenez Bay in the Atlantic Ocean, (15 miles) north-west of Quimper (...)"
"Santa Cruz, Chile  
FeatureType : city
Elevation : 174
Lat/Lng : -34.6372 / -71.3631","Santa Cruz, Chile",https://en.wikipedia.org/wiki/Santa_Cruz%2C_Chile,city,-34.6372,-71.3631,,"Santa Cruz is a Chilean city and commune, located in the Colchagua valley, in the O'Higgins Region, located on the southern shore of the Tinguiririca river, 110 miles from Santiago, Chile's capital city and 27 miles from San Fernando. (...)"
"Knott's Berry Farm  
FeatureType : landmark
Elevation : 28
Lat/Lng : 33.8442 / -118.0003",Knott's Berry Farm,https://en.wikipedia.org/wiki/Knott%27s_Berry_Farm,landmark,33.8442,-118.0003,,"Knott's Berry Farm is a amusement park in Buena Park, California, owned by Cedar Fair. The 2014 Global Attractions Attendance Report states Knott's Berry Farm is the 13th most visited theme park in North America. The park employs approximately 10,000 seasonal and full-time employees.http://www (...)"
"Nunspeet  
FeatureType : null
Elevation : 30
Lat/Lng : 52.3333 / 5.7833",Nunspeet,https://en.wikipedia.org/wiki/Nunspeet,null,52.3333,5.7833,,"Nunspeet is a municipality and town in the central Netherlands. It has been an agricultural site since prehistoric times. The municipality contains a number of villages, namely Hulshorst, Elspeet, and Vierhouten. Nunspeet has a vivid historical foundation, called Nuwenspete (...)"
"Mar del Plata  
FeatureType : null
Elevation : 12
Lat/Lng : -38.0033 / -57.5528",Mar del Plata,https://en.wikipedia.org/wiki/Mar_del_Plata,null,-38.0033,-57.5528,,Mar del Plata is an Argentine city in the southeast part of Buenos Aires Province located on the coast of the Atlantic Ocean. It is the head of General Pueyrredón Partido. Mar del Plata is the second largest city in Buenos Aires Province (...)
"Piran  
FeatureType : city
Elevation : 4
Lat/Lng : 45.5284 / 13.5685",Piran,https://en.wikipedia.org/wiki/Piran,city,45.5284,13.5685,,"Piran is a town in southwestern Slovenia on the Gulf of Piran on the Adriatic Sea. It is one of the three major towns of Slovenian Istria. The town has much medieval architecture, with narrow streets and compact houses (...)"
"Żary  
FeatureType : city
Elevation : 158
Lat/Lng : 51.6333 / 15.1333",Żary,https://en.wikipedia.org/wiki/%C5%BBary,city,51.6333,15.1333,,"Żary is a town in western Poland with about 39,900 inhabitants (2006), situated in the Lubusz Voivodeship (since 1999, previously in Zielona Góra Voivodeship (1975–1998)). It is the administrative seat of the Gmina Żary, although not part of it (...)"
"Scarborough, North Yorkshire  
FeatureType : city
Elevation : 46
Lat/Lng : 54.2825 / -0.4072","Scarborough, North Yorkshire",https://en.wikipedia.org/wiki/Scarborough%2C_North_Yorkshire,city,54.2825,-0.4072,,"Scarborough (or) is a town on the North Sea coast of North Yorkshire, England. Historically part of the North Riding of Yorkshire, the town lies between 10–230 feet (3–70 m) above sea level, rising steeply northward and westward from the harbour on to limestone cliffs (...)"
"Malé  
FeatureType : city
Elevation : 6
Lat/Lng : 4.1748 / 73.5098",Malé,https://en.wikipedia.org/wiki/Mal%C3%A9,city,4.1748,73.5098,,"Malé is the capital and most populous city in the Republic of Maldives. With a population of 153,379 and an area of 5.8km2, it is also one of the most densely populated cities in the world. The city is geographically located at the southern edge of North Malé Atoll (Kaafu Atoll) (...)"
"Weymouth, Dorset  
FeatureType : null
Elevation : 0
Lat/Lng : 50.613 / -2.457","Weymouth, Dorset",https://en.wikipedia.org/wiki/Weymouth%2C_Dorset,null,50.613,-2.457,,"Weymouth is a seaside town in Dorset, England, situated on a sheltered bay at the mouth of the River Wey on the English Channel coast. The town is south of Dorchester and north of the Isle of Portland. The town's population is 52,323 (2011) (...)"
"Sanya  
FeatureType : city
Elevation : 23
Lat/Lng : 18.2533 / 109.5036",Sanya,https://en.wikipedia.org/wiki/Sanya,city,18.2533,109.5036,,"Sanya is the southernmost city on Hainan Island, and one of the four prefecture-level cities of Hainan Province, in Southeast China. According to the 2010 Census, the population of Sanya is of 685,408 inhabitants, Compilation by LianXin website. living in an area of (...)"
"Suzhou  
FeatureType : city
Elevation : 10
Lat/Lng : 31.3039 / 120.6164",Suzhou,https://en.wikipedia.org/wiki/Suzhou,city,31.3039,120.6164,,"Suzhou (; Mandarin: ; Suzhou Wu:), formerly romanized as Soochow, is a major city located in southeastern Jiangsu Province of East China, about northwest of Shanghai. It is a major economic centre and focal point of trade and commerce, and the second largest city in the province after its capital (...)"
